idx_simulacao;dados;mec_ausencia;pct_ausencia;cluster_algorithm;dim_x_som;dim_y_som;sigma_som;lr_som;max_iter_som;n_clusters_kmd;n_clusters_aggcl;affinity_aggcl;metric_dbscan;min_samples_dbscan;eps_dbscan;order_cluster;order_column;n_clusters_knn
5110108;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;random;moreCorrelation;5
5110109;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;random;moreMissing;5
5110110;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;random;noSort;5
5110111;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;lessCorrelation;5
5110112;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;lessMissing;5
5110113;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;moreCorrelation;5
5110114;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;moreMissing;5
5110115;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;noSort;5
5110116;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;lessCorrelation;5
5110117;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;lessMissing;5
5110118;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;moreCorrelation;5
5110119;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;moreMissing;5
5110120;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;noSort;5
5110121;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldLessMissing;lessCorrelation;10
5110122;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldLessMissing;lessMissing;10
5110123;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldLessMissing;moreCorrelation;10
5110124;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldLessMissing;moreMissing;10
5110125;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldLessMissing;noSort;10
5110126;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldMoreMissing;lessCorrelation;10
5110127;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldMoreMissing;lessMissing;10
5110128;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldMoreMissing;moreCorrelation;10
5110129;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldMoreMissing;moreMissing;10
5110130;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldMoreMissing;noSort;10
5110131;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessCorrelation;10
5110132;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessMissing;10
5110133;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreCorrelation;10
5110134;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreMissing;10
5110135;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;noSort;10
5110136;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessCorrelation;10
5110137;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessMissing;10
