idx_simulacao;dados;mec_ausencia;pct_ausencia;cluster_algorithm;dim_x_som;dim_y_som;sigma_som;lr_som;max_iter_som;n_clusters_kmd;n_clusters_aggcl;affinity_aggcl;metric_dbscan;min_samples_dbscan;eps_dbscan;order_cluster;order_column;n_clusters_knn
7110090;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldMoreMissing;noSort;5
7110091;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessCorrelation;5
7110092;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessMissing;5
7110093;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreCorrelation;5
7110094;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreMissing;5
7110095;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;noSort;5
7110096;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessCorrelation;5
7110097;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessMissing;5
7110098;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreCorrelation;5
7110099;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreMissing;5
7110100;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;noSort;5
7110101;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;lessCorrelation;5
7110102;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;lessMissing;5
7110103;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;moreCorrelation;5
7110104;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;moreMissing;5
7110105;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;noSort;5
7110106;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;lessCorrelation;5
7110107;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;lessMissing;5
7110108;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;moreCorrelation;5
7110109;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;moreMissing;5
7110110;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;noSort;5
7110111;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;lessCorrelation;5
7110112;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;lessMissing;5
