idx_simulacao,avg_rmse_media,avg_sim_error_media,correl_bias_media,avg_rmse_mediana,avg_sim_error_mediana,correl_bias_mediana,time_g1,avg_rmse_cascata,avg_sim_error_cascata,correl_bias_cascata,time_g2
120001,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120002,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.1s
120003,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.1s
120004,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120005,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120006,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.1s
120007,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.1s
120008,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.1s
120009,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120010,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120011,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120012,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120013,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120014,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120015,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.1s
120016,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120017,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120018,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120019,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120020,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.1s
120021,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120022,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
120023,0.17469286105998996,0.010236107857948411,0.059732951443704205,0.14099883226078633,0.007846063346673919,0.05388095025088165,0m.0s,0.07717167106663388,0.0054084449718493945,-0.007821136353261295,0m.0s
