idx_simulacao,avg_rmse_media,avg_sim_error_media,correl_bias_media,avg_rmse_mediana,avg_sim_error_mediana,correl_bias_mediana,time_g1,avg_rmse_cascata,avg_sim_error_cascata,correl_bias_cascata,time_g2
120001,0.17443518517973192,0.009176209768995157,0.02428537814191066,0.20747874979179667,0.010555573845924112,0.04806285299778422,0m.0s,0.06044863354152544,0.003699406243811598,0.04063877748081065,1m.25s
120001,0.17443518517973192,0.009176209768995157,0.02428537814191066,0.20747874979179667,0.010555573845924112,0.04806285299778422,0m.0s,0.06044863354152544,0.003699406243811598,0.04063877748081065,1m.33s
